amount,type,latency,txn_count_last_30d,device_load,processing_decision
300.65,Deposit,9,13,38.66111047336885,edge
3959.78,Withdrawal,21,1,32.587588413946776,cloud
103.41,Deposit,7,2,86.66994079423854,cloud
372.65,Deposit,3,1,46.97477756281407,edge
146.29,Payment,12,0,64.33507787353821,edge
468.3,Deposit,48,5,56.02808821812536,edge
487.35,Transfer,13,3,90.14635244339486,cloud
260.8,Deposit,17,14,13.79302357523297,edge
5643.08,Deposit,13,0,87.74230163767554,cloud
225.89,Deposit,27,7,49.99663910575806,edge
217.33,Withdrawal,10,1,24.880574034239412,edge
425.26,Deposit,3,6,21.02695504199621,edge
175.55,Deposit,32,3,86.03308961936868,cloud
9090.02,Deposit,10,5,67.3384498652153,cloud
266.31,Withdrawal,13,3,31.72755703049356,edge
447.65,Withdrawal,6,1,16.442985405330823,edge
6265.22,Transfer,22,2,83.39778190741026,cloud
84.67,Transfer,32,2,13.485867760286268,edge
472.92,Transfer,7,4,23.191032095566875,edge
195.21,Deposit,14,6,60.28742975611104,edge
2707.09,Withdrawal,4,3,17.366374049316967,cloud
277.36,Deposit,14,15,33.65539977118401,edge
419.14,Transfer,4,3,93.82312138285099,cloud
8974.53,Transfer,4,1,69.67041584300534,cloud
215.73,Payment,44,1,20.177150627561723,edge
251.34,Transfer,15,12,57.76733897134427,edge
5359.43,Transfer,5,7,60.33070565191095,cloud
11.64,Transfer,44,4,45.935066198134685,edge
77.2,Transfer,47,17,10.577047207454292,edge
5807.25,Withdrawal,13,4,76.98238086066229,cloud
126.22,Payment,19,13,14.290726735778346,edge
241.96,Transfer,7,8,62.24044203592522,edge
4793.17,Transfer,3,3,38.744979485171186,cloud
394.43,Transfer,8,9,46.87521799838413,edge
6675.7,Withdrawal,12,0,19.730883337572685,cloud
227.04,Deposit,14,3,73.62260927374055,edge
301.13,Deposit,24,0,93.68732706000793,cloud
34.19,Transfer,1,2,53.93994284941393,edge
56.35,Transfer,16,1,92.08943715795434,cloud
6953.46,Withdrawal,22,19,74.33798567757604,cloud
9228.4,Deposit,17,4,39.27720485536466,cloud
5452.79,Transfer,6,0,93.76952833316881,cloud
641.02,Payment,9,1,92.92426009743069,cloud
50.26,Withdrawal,13,7,93.69855163486731,cloud
357.33,Transfer,21,1,47.79168481674255,edge
126.93,Withdrawal,20,2,83.9466459228033,edge
9814.55,Withdrawal,15,2,67.59332753397915,cloud
256.44,Deposit,14,3,73.87045278849608,edge
10.91,Deposit,8,6,23.270040249617708,edge
153.56,Transfer,23,5,53.42888143430719,edge
487.47,Withdrawal,20,12,19.34842813817943,edge
158.03,Deposit,20,7,23.172456047171032,edge
406.48,Transfer,16,1,32.17949616851776,edge
409.39,Withdrawal,15,15,28.261237175749663,edge
4639.68,Deposit,38,0,30.021844808965767,cloud
234.3,Withdrawal,24,0,28.058696673595485,edge
98.02,Withdrawal,4,4,40.889150128441315,edge
104.82,Payment,37,1,59.001879062546806,edge
2302.54,Withdrawal,3,0,38.28954681318018,cloud
460.57,Payment,35,1,39.68031111680574,edge
188.53,Deposit,48,8,73.52292986099795,edge
9158.78,Transfer,39,0,24.279554321583777,cloud
108.82,Withdrawal,11,8,53.156748284651385,edge
361.96,Withdrawal,35,21,24.690034599358018,edge
488.81,Deposit,36,1,17.779454296923507,edge
483.17,Withdrawal,18,0,90.80859704995429,cloud
366.74,Transfer,7,0,10.651940542371635,edge
258.72,Withdrawal,17,0,20.482948373120674,edge
5319.7,Deposit,21,2,78.96516735505013,cloud
6970.02,Deposit,14,0,70.08396921756284,cloud
324.12,Deposit,22,26,82.2090495958901,edge
485.97,Payment,26,1,28.366416274085942,edge
175.29,Transfer,47,1,85.4898205459502,cloud
391.45,Payment,37,5,32.404013679154986,edge
1218.07,Deposit,22,6,78.126616376639,edge
7211.54,Withdrawal,22,2,70.5824858049632,cloud
375.16,Payment,22,9,35.039529158015256,edge
1743.92,Payment,9,9,48.27694736293489,edge
300.4,Transfer,21,8,79.44732110651098,edge
135.46,Deposit,17,2,81.82640230488755,edge
349.09,Deposit,10,8,49.574574230147256,edge
492.61,Payment,20,2,40.42924887133859,edge
383.27,Transfer,2,3,75.82797620074783,edge
435.73,Withdrawal,59,1,81.45449505240525,edge
262.96,Transfer,14,1,12.724974301767169,edge
7636.23,Deposit,14,0,53.27812838079729,cloud
77.04,Deposit,8,3,93.9422392849643,cloud
327.31,Deposit,8,2,52.58470166028643,edge
124.58,Withdrawal,21,7,52.90800078604609,edge
452.17,Withdrawal,13,1,62.39941068655688,edge
130.96,Transfer,13,10,59.105816560369135,edge
193.34,Payment,11,1,27.866732723308616,edge
210.52,Transfer,2,2,72.13923919544939,edge
2494.09,Deposit,6,5,63.306545910934936,edge
4584.95,Deposit,14,0,90.20016695246157,cloud
311.44,Withdrawal,11,10,82.10635612953719,edge
4116.33,Deposit,16,10,92.52872174338302,cloud
165.61,Payment,36,3,86.67889862341708,cloud
6084.46,Transfer,19,9,46.272077609412115,cloud
143.61,Payment,52,0,89.50120587364734,flagged
161.69,Deposit,69,6,72.94647054000181,edge
405.99,Withdrawal,7,26,79.67154196087478,edge
472.87,Payment,3,0,62.284634847692686,edge
284.05,Withdrawal,12,1,62.05268524566597,edge
338.39,Transfer,11,7,15.411994941622877,edge
63.61,Transfer,30,8,46.51327408378878,edge
285.38,Payment,2,0,58.998772696105966,edge
410.45,Deposit,6,1,33.09102243696712,edge
86.02,Payment,6,4,14.887572490248402,edge
280.3,Withdrawal,15,1,26.684084322995027,edge
106.31,Transfer,15,1,91.5661981339239,cloud
97.47,Payment,27,5,77.88781355883195,edge
204.46,Deposit,13,2,69.36269113747753,edge
3760.39,Deposit,18,7,20.535184750809442,cloud
442.25,Deposit,29,1,18.256485825052565,edge
1161.76,Payment,17,10,51.6475402968813,edge
146.63,Deposit,36,1,61.0711123676861,edge
77.3,Withdrawal,11,8,28.186027917448445,edge
7630.01,Payment,10,1,28.094050914531664,cloud
201.3,Withdrawal,35,4,50.42194179966091,edge
331.58,Withdrawal,18,2,18.76047954024554,edge
331.82,Transfer,9,12,43.37308351241254,edge
9172.27,Deposit,5,4,56.51848098584227,cloud
1563.56,Deposit,4,4,37.714835019962884,edge
210.18,Payment,3,0,69.81328136383274,edge
366.67,Payment,20,3,33.73048684391216,edge
3426.58,Payment,5,2,14.79848879819604,cloud
1926.44,Payment,5,5,81.11257577727332,edge
331.16,Transfer,13,2,32.97002117590704,edge
457.78,Withdrawal,1,14,24.09284774985997,edge
409.22,Payment,15,1,28.60450598930928,edge
91.71,Transfer,62,2,61.91064166408219,edge
6858.87,Transfer,13,2,46.7910060081383,cloud
56.2,Withdrawal,57,5,87.23799386256984,cloud
2287.37,Withdrawal,2,2,94.76178717804126,cloud
6051.67,Payment,7,15,58.46560404608373,cloud
212.17,Payment,30,12,92.18253694718564,cloud
488.73,Deposit,20,5,91.53202065297502,cloud
231.79,Withdrawal,22,3,39.727933768710244,edge
312.01,Withdrawal,57,6,82.62800836880197,edge
333.85,Deposit,26,1,38.00603614484412,edge
427.43,Deposit,13,19,91.00094740294104,cloud
164.23,Withdrawal,21,9,33.02556967293705,edge
487.77,Deposit,4,1,16.09596669201615,edge
444.21,Transfer,18,9,33.178495437570014,edge
4844.99,Withdrawal,7,8,85.82993941566075,flagged
476.65,Deposit,35,15,59.94617047223252,edge
329.37,Withdrawal,11,29,18.313949428276224,edge
7081.91,Withdrawal,8,1,41.57325957954488,cloud
190.09,Transfer,3,6,51.7669050008254,edge
18.99,Payment,7,3,94.61709236968834,cloud
170.95,Deposit,4,4,17.33340814551009,edge
483.36,Transfer,24,1,37.13446554387039,edge
4164.53,Withdrawal,26,1,31.721860064845153,cloud
239.47,Payment,3,8,63.22583943303168,edge
444.21,Withdrawal,6,2,51.212497804496316,edge
149.8,Deposit,13,2,47.09899712555226,edge
439.74,Withdrawal,17,0,73.22672747635481,edge
8474.98,Deposit,12,5,33.66164317403244,cloud
6604.0,Payment,8,3,72.60947091082701,cloud
292.08,Payment,37,1,92.98407412846262,cloud
5836.5,Payment,7,4,69.23943721255499,cloud
5119.18,Withdrawal,32,2,55.22477038965764,cloud
433.79,Withdrawal,49,2,23.087945282599776,edge
13.03,Transfer,22,2,68.03599550728366,edge
5361.54,Payment,6,11,31.923753339930784,cloud
381.62,Payment,14,30,16.3123214222828,edge
265.82,Withdrawal,22,5,91.36179655691171,cloud
131.21,Deposit,27,2,57.06891141120699,edge
62.51,Withdrawal,18,1,92.65359474611076,cloud
481.54,Payment,20,0,21.382989384120066,edge
326.52,Withdrawal,16,0,65.15926279738599,edge
174.54,Transfer,11,1,72.57001321564147,edge
4115.92,Withdrawal,2,3,45.180885794279135,cloud
3345.81,Transfer,5,3,72.86331555026905,cloud
132.29,Deposit,5,12,83.71386111537538,edge
44.4,Transfer,22,2,83.05130453820934,edge
90.67,Payment,8,10,58.558681498964724,edge
460.56,Deposit,8,12,57.70224588962149,edge
482.02,Payment,11,0,80.77101828630454,flagged
9258.07,Deposit,15,9,91.49418105571802,cloud
326.41,Deposit,1,0,31.72988030075046,edge
464.43,Deposit,74,11,49.96727430550564,edge
31.26,Deposit,13,6,82.47520345953087,edge
4615.58,Transfer,32,1,72.24746992947931,cloud
445.57,Deposit,8,0,70.58905116693778,edge
86.77,Transfer,5,5,25.589181462187092,edge
8556.06,Withdrawal,30,7,49.65924370363672,cloud
231.95,Withdrawal,12,0,64.76207876277209,edge
323.21,Payment,3,5,72.4647643607779,edge
6314.0,Withdrawal,28,1,67.59232398824668,cloud
290.79,Deposit,2,9,35.7273782455955,edge
474.39,Transfer,27,15,40.10654227409782,edge
4491.28,Withdrawal,21,2,63.67668936955178,cloud
319.83,Deposit,11,0,61.43566246623557,edge
95.4,Transfer,29,6,43.64110708880589,edge
296.78,Deposit,10,5,18.479510834008806,edge
323.97,Payment,23,13,72.82820521910529,edge
1408.66,Withdrawal,7,6,84.8029025414564,cloud
249.0,Withdrawal,25,2,83.4722608985032,edge
424.84,Deposit,14,3,26.265361610851194,edge
364.27,Payment,30,1,71.04761648108033,flagged
499.38,Withdrawal,34,8,78.88548621667636,edge
6078.96,Payment,16,3,38.36433985155688,cloud
249.0,Payment,18,6,44.772945888239825,edge
2324.38,Deposit,11,3,65.4762387694342,edge
331.42,Transfer,29,5,30.867128138852816,edge
220.36,Payment,6,4,13.331709727430058,edge
172.21,Withdrawal,5,2,49.87538941966298,edge
169.88,Transfer,1,4,30.06488948942578,edge
282.36,Transfer,23,1,24.17411352738527,edge
410.83,Transfer,27,0,15.368958376719736,edge
229.26,Payment,8,12,53.81451607442694,edge
135.78,Deposit,3,1,78.20367981602658,edge
378.97,Payment,16,2,51.09220396501245,edge
1324.61,Payment,1,0,24.359247614442154,edge
115.65,Withdrawal,8,3,38.91745273140054,edge
271.76,Payment,25,23,26.152366288307636,edge
424.13,Deposit,1,0,39.143317138246914,edge
71.07,Deposit,41,18,88.28636611298721,cloud
258.89,Transfer,5,1,28.501235088507325,edge
1321.61,Withdrawal,27,0,47.09034665425374,cloud
185.38,Deposit,38,3,88.8148050709416,cloud
10.2,Transfer,35,8,69.35630615112098,edge
9758.68,Withdrawal,5,6,12.38169920355746,cloud
495.93,Withdrawal,7,1,78.77740554526932,edge
345.01,Payment,5,17,82.66902572414222,edge
481.79,Transfer,7,1,20.26174776037555,edge
123.93,Payment,43,1,24.22153280607845,edge
394.59,Withdrawal,21,0,62.793707540943664,edge
128.41,Transfer,14,0,78.9058993906831,edge
4849.12,Deposit,22,0,68.80915634905935,cloud
82.31,Payment,6,3,51.930318489436594,edge
9275.05,Transfer,27,1,47.087291619423624,cloud
4648.54,Withdrawal,1,1,25.73082018983434,cloud
460.02,Payment,13,0,38.69609983854933,edge
314.21,Transfer,22,0,59.2891934642553,edge
9718.65,Deposit,21,3,13.050011403414471,cloud
92.32,Transfer,17,2,35.15580153350071,edge
201.8,Deposit,14,10,63.41597996093606,edge
351.84,Payment,4,2,39.964013160535856,edge
5439.71,Withdrawal,15,2,91.48957345132878,cloud
859.27,Deposit,28,0,25.106896481281144,edge
325.17,Transfer,43,2,67.36065125429344,edge
3123.89,Withdrawal,22,12,58.29452300874062,cloud
147.6,Withdrawal,9,11,86.92737577851213,cloud
417.96,Deposit,12,8,45.680603132338696,edge
84.42,Deposit,28,1,28.437788541875836,edge
328.16,Payment,39,21,20.286380615469394,edge
21.66,Deposit,62,1,27.42041359500834,edge
390.04,Deposit,32,1,87.63372502530027,cloud
120.4,Payment,5,2,33.53605093145328,edge
239.92,Transfer,17,2,59.2124771214699,edge
385.25,Deposit,12,2,71.1620922561498,edge
199.97,Transfer,15,4,61.50530814948763,edge
258.82,Transfer,15,0,31.527239797396742,edge
6035.98,Withdrawal,16,0,49.763743128018774,cloud
137.77,Withdrawal,14,32,16.631404202577727,edge
447.68,Payment,12,5,86.02827635998317,cloud
327.36,Transfer,46,2,70.11255397742474,edge
214.05,Deposit,18,18,47.45497151627433,edge
4784.31,Deposit,43,2,78.34371560789103,cloud
7838.5,Deposit,26,2,79.96353903496994,cloud
405.77,Payment,19,6,31.25581726666605,edge
433.74,Deposit,40,11,87.38594777512377,cloud
195.97,Transfer,6,13,27.52366475791384,edge
478.64,Payment,10,0,16.703206552050155,edge
300.46,Deposit,17,8,93.76972638435164,cloud
7208.94,Withdrawal,8,1,85.44216412683619,cloud
410.54,Withdrawal,15,5,50.19499476033793,edge
226.32,Payment,44,5,52.06723648621,edge
315.91,Withdrawal,19,4,44.14236648321606,edge
42.11,Transfer,3,13,93.6346085707605,cloud
729.5,Deposit,23,4,48.34419545638801,edge
4639.37,Payment,6,0,62.47527833399045,flagged
486.35,Transfer,6,14,78.14431766499906,edge
496.44,Payment,64,0,35.567000635760934,edge
44.36,Transfer,15,0,81.85168441260659,edge
141.59,Transfer,27,11,78.18370865138485,edge
95.96,Payment,37,1,54.57300981860584,edge
225.84,Deposit,18,6,20.857352318204228,edge
55.15,Withdrawal,16,3,50.195800435844255,edge
3416.24,Transfer,11,0,81.84851747953913,cloud
99.29,Transfer,12,2,60.6374043891573,edge
4049.42,Deposit,2,4,88.42376378231921,cloud
187.18,Payment,7,0,87.27646884233717,cloud
3693.25,Deposit,26,16,16.664865644558887,edge
288.46,Transfer,3,1,38.5275163278409,edge
8845.06,Deposit,24,10,85.88722243460828,cloud
281.96,Deposit,39,9,68.90605294657104,edge
429.02,Withdrawal,64,9,74.5884254267133,edge
6720.61,Withdrawal,12,0,54.018911161284606,cloud
490.33,Transfer,17,2,55.65563454278769,edge
1303.0,Withdrawal,4,14,76.54108209772536,cloud
4904.17,Payment,26,11,59.01582463809246,cloud
321.12,Transfer,16,6,45.00250946352034,edge
26.29,Deposit,17,2,71.18584740173685,edge
5725.78,Withdrawal,15,10,52.48139407561969,cloud
2842.24,Transfer,4,9,73.28070208655078,edge
264.02,Withdrawal,26,13,75.97288537968487,edge
6525.19,Deposit,1,1,34.044817391086674,cloud
2235.41,Deposit,41,7,12.262462622407089,edge
3906.07,Withdrawal,14,8,55.59059956145567,cloud
7095.07,Payment,43,0,74.453162176855,cloud
110.29,Withdrawal,8,3,58.47682696905013,edge
377.71,Transfer,24,0,58.982421770262,edge
4005.25,Deposit,20,0,61.266498211508654,cloud
459.48,Transfer,59,2,52.66334237769528,edge
253.86,Deposit,25,0,38.079731913492495,edge
8260.69,Payment,35,1,91.77176107258668,cloud
3680.85,Transfer,34,8,21.357181122814474,cloud
9841.2,Withdrawal,6,16,69.92356192886385,cloud
474.91,Withdrawal,35,1,68.18830978383096,edge
275.82,Payment,16,8,29.810486223568674,edge
25.12,Deposit,14,0,67.13678851862036,edge
19.01,Deposit,30,6,32.80846234791397,edge
24.62,Transfer,11,12,90.17271670024775,cloud
2218.65,Deposit,1,9,11.987023267345624,edge
54.57,Transfer,1,4,49.695158117441956,edge
130.67,Deposit,43,1,38.1846850407386,edge
395.46,Transfer,13,1,92.05941822881657,cloud
87.34,Withdrawal,21,5,83.79521470055124,edge
144.41,Transfer,7,9,87.28164857570874,cloud
12.91,Transfer,5,6,87.51048795280465,cloud
177.53,Payment,54,13,14.498785162289156,edge
452.63,Withdrawal,20,4,35.00716389060983,edge
58.12,Withdrawal,42,6,57.82176105099331,edge
705.09,Transfer,7,1,12.140759652330118,edge
1673.51,Deposit,13,0,64.92356362196149,edge
2399.3,Payment,5,5,51.51066672660729,edge
465.65,Payment,23,20,74.59278127897485,edge
6452.77,Deposit,15,13,41.840860095822656,cloud
3370.76,Deposit,1,0,65.95149663977391,cloud
339.91,Withdrawal,17,0,12.851385433561461,edge
445.09,Deposit,37,4,15.306795747454931,edge
267.83,Deposit,9,5,48.36599774979147,edge
330.84,Withdrawal,45,1,34.41977193463876,edge
1292.61,Deposit,10,3,80.59279355658776,edge
50.87,Withdrawal,7,4,44.27886701109261,edge
2188.85,Deposit,12,4,74.53563355729632,edge
342.45,Deposit,5,1,57.502097278611174,edge
364.02,Deposit,7,3,49.960574303269674,edge
8848.99,Payment,23,12,46.39416946125846,cloud
3312.28,Transfer,30,1,49.825804307276584,cloud
103.07,Deposit,0,8,58.668729780007105,edge
90.05,Deposit,42,11,50.81185140737132,edge
2596.26,Deposit,26,1,33.40341112855631,edge
120.73,Deposit,12,0,71.96886089633608,edge
374.62,Payment,11,1,74.1657637974557,edge
282.97,Payment,9,6,55.30543336684521,edge
414.32,Transfer,35,2,51.14680631671555,edge
249.91,Payment,21,1,13.422651834057973,edge
104.19,Withdrawal,16,0,53.79675757558442,edge
8265.4,Payment,13,16,69.49972688161324,edge
1468.86,Deposit,35,0,28.099394289279868,edge
49.79,Transfer,25,3,31.604545012408366,edge
8725.16,Transfer,38,0,62.63823047476485,cloud
357.0,Payment,32,0,64.08920601972073,edge
461.19,Payment,77,2,35.27988575385131,edge
158.02,Withdrawal,45,15,11.067462632239868,edge
8852.54,Payment,38,2,23.634710449380844,cloud
232.26,Transfer,29,5,17.739687398529593,edge
1957.39,Payment,12,12,83.8906288419196,edge
389.49,Deposit,13,2,76.94255887073422,edge
312.9,Deposit,13,7,29.54520710374413,edge
437.4,Transfer,25,0,37.67404841529472,edge
352.13,Transfer,30,1,61.03034436972676,edge
3764.72,Withdrawal,19,0,20.91236825633471,cloud
239.74,Withdrawal,4,0,60.106114052790886,edge
126.63,Payment,8,6,88.94871812096446,cloud
8301.89,Payment,12,3,76.7148646510714,cloud
484.05,Deposit,15,1,62.07153437125818,edge
466.45,Deposit,44,0,34.364539499708854,edge
306.6,Withdrawal,21,0,12.134082354630383,edge
1766.15,Withdrawal,7,7,39.487860300611885,cloud
4451.21,Deposit,18,1,10.486100179841923,cloud
332.94,Deposit,14,5,85.7126784640232,cloud
189.67,Transfer,18,15,92.18072883904212,cloud
95.01,Payment,16,3,81.33665083587913,edge
182.0,Transfer,7,5,57.83526859864028,edge
214.99,Payment,2,1,62.9061123352783,edge
1310.97,Transfer,70,0,27.080519126491314,edge
171.43,Withdrawal,4,18,16.402751001507646,edge
295.22,Deposit,24,3,24.383236912651576,edge
52.83,Deposit,23,2,93.27328905751033,cloud
5763.97,Deposit,32,7,31.206529787774443,cloud
281.9,Payment,15,11,18.375638749121727,edge
383.5,Transfer,25,4,46.02859395352904,edge
211.84,Payment,19,1,10.452332779598786,edge
257.76,Transfer,5,6,62.32555057340728,edge
308.5,Withdrawal,10,1,77.74950596500668,edge
7209.93,Withdrawal,25,2,32.39758652699939,cloud
2771.84,Payment,23,6,14.94314670926172,edge
167.32,Transfer,32,2,76.99650244542369,edge
210.04,Payment,4,16,32.21359025756187,edge
160.64,Withdrawal,18,13,85.25238821097443,cloud
90.14,Withdrawal,2,4,79.61074929587217,edge
7416.63,Payment,16,4,75.65104719266114,cloud
354.64,Transfer,32,4,17.061571254480192,edge
130.17,Transfer,17,4,76.34929355269477,edge
91.47,Deposit,42,0,57.73564400747352,edge
3814.64,Transfer,17,1,16.84972878554997,cloud
279.41,Deposit,9,1,74.18091541951499,edge
8967.94,Withdrawal,6,3,41.78439853391271,cloud
2595.24,Deposit,15,5,84.63090906890932,edge
323.84,Payment,107,1,92.0564166645011,cloud
6448.44,Payment,8,0,52.360599501481744,cloud
8144.61,Transfer,19,1,45.51868880472584,cloud
2386.14,Payment,29,2,17.717960122382326,edge
422.68,Payment,15,3,81.33180609024154,edge
6126.28,Withdrawal,7,3,87.19071131234273,cloud
40.79,Payment,12,0,24.538935376549247,edge
345.05,Withdrawal,23,3,87.79486515688426,cloud
2328.15,Withdrawal,20,2,51.907504349031235,cloud
1485.26,Payment,47,13,67.4719994020921,edge
230.47,Withdrawal,15,5,41.334943110507,edge
65.13,Deposit,21,1,24.011193294714662,edge
460.6,Withdrawal,32,3,84.10162098111269,edge
470.25,Deposit,23,0,42.53917801963769,edge
450.0,Withdrawal,9,8,13.33921381807657,edge
52.56,Withdrawal,20,10,94.53999565183325,cloud
9159.06,Deposit,134,12,52.341357666813074,cloud
1576.07,Transfer,15,6,61.318141272482364,edge
296.3,Deposit,17,0,93.93341793942164,flagged
5952.92,Withdrawal,10,2,30.281374646739714,cloud
8061.33,Withdrawal,25,2,14.302481593081511,cloud
134.72,Deposit,11,3,43.12511004255173,edge
159.03,Deposit,20,0,14.033149110046194,edge
21.98,Payment,34,7,65.28424262833757,edge
216.95,Withdrawal,5,3,59.135463242209475,edge
193.05,Withdrawal,4,0,46.86492957202809,edge
409.58,Withdrawal,15,3,30.898528752930705,edge
446.04,Withdrawal,37,0,69.74998655566972,edge
5623.41,Transfer,43,1,22.083476589229647,cloud
38.56,Withdrawal,11,19,35.737088506461404,edge
397.32,Payment,20,3,51.75645883691261,edge
61.59,Withdrawal,15,2,74.51403021914854,edge
214.0,Deposit,23,8,64.45941007803793,edge
169.39,Deposit,12,17,52.8862249989022,edge
9267.78,Payment,29,0,24.699217407438084,cloud
220.84,Transfer,7,1,67.58796911251802,edge
8358.14,Payment,21,14,86.22295399883714,cloud
232.17,Payment,21,30,53.08154577233077,edge
43.19,Deposit,6,0,76.76499889955912,edge
171.57,Payment,20,0,75.13002340411907,edge
110.22,Transfer,25,0,91.55496829288172,cloud
370.26,Transfer,11,7,80.00015024186985,edge
432.48,Withdrawal,11,10,38.54981397837673,edge
402.09,Payment,7,2,60.527753964254586,edge
